genres,genres,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Horror|Thriller,Horror,Thriller,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,,,,,,,,,,,
Romance,Romance,,,,,,,,,,,,,,,,,,
Crime|Drama|Romance,Crime,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Mystery,Drama,Mystery,,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Action|Horror|Thriller,Action,Horror,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Action|Biography|Drama|Sport,Action,Biography,Drama,Sport,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Action,Action,,,,,,,,,,,,,,,,,,
Film-Noir|Mystery|Romance|Thriller,Film-Noir,Mystery,Romance,Thriller,,,,,,,,,,,,,,,
Drama|Mystery|Romance,Drama,Mystery,Romance,,,,,,,,,,,,,,,,
Comedy|Crime|Drama|Romance,Comedy,Crime,Drama,Romance,,,,,,,,,,,,,,,
Fantasy|Horror|Mystery|Thriller,Fantasy,Horror,Mystery,Thriller,,,,,,,,,,,,,,,
Comedy|Crime|Sci-Fi|Thriller,Comedy,Crime,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Documentary|War,Documentary,War,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Action|Horror|Thriller,Action,Horror,Thriller,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Drama|Family,Drama,Family,,,,,,,,,,,,,,,,,
Comedy|Horror,Comedy,Horror,,,,,,,,,,,,,,,,,
Comedy|Drama|Family,Comedy,Drama,Family,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Fantasy,Comedy,Fantasy,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Drama|Music|Romance,Drama,Music,Romance,,,,,,,,,,,,,,,,
Drama|War,Drama,War,,,,,,,,,,,,,,,,,
Fantasy|Horror,Fantasy,Horror,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Fantasy|Horror|Thriller,Drama,Fantasy,Horror,Thriller,,,,,,,,,,,,,,,
Comedy|Horror|Mystery,Comedy,Horror,Mystery,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Drama|Fantasy|Romance,Drama,Fantasy,Romance,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Sci-Fi,Sci-Fi,,,,,,,,,,,,,,,,,,
Comedy|Drama|Family,Comedy,Drama,Family,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Action|Crime|Mystery|Thriller,Action,Crime,Mystery,Thriller,,,,,,,,,,,,,,,
Drama|Horror|Mystery|Thriller,Drama,Horror,Mystery,Thriller,,,,,,,,,,,,,,,
Action|Horror|Thriller,Action,Horror,Thriller,,,,,,,,,,,,,,,,
Animation|Family|Fantasy|Musical,Animation,Family,Fantasy,Musical,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Western,Western,,,,,,,,,,,,,,,,,,
Adventure|Comedy|Horror,Adventure,Comedy,Horror,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Horror|Thriller,Horror,Thriller,,,,,,,,,,,,,,,,,
Crime|Romance|Thriller,Crime,Romance,Thriller,,,,,,,,,,,,,,,,
Horror|Thriller,Horror,Thriller,,,,,,,,,,,,,,,,,
Adventure|Comedy|Family,Adventure,Comedy,Family,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Western,Western,,,,,,,,,,,,,,,,,,
Action|Crime|Drama|Mystery,Action,Crime,Drama,Mystery,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Horror,Comedy,Horror,,,,,,,,,,,,,,,,,
Action|Crime|Drama|Thriller,Action,Crime,Drama,Thriller,,,,,,,,,,,,,,,
Drama|Sci-Fi,Drama,Sci-Fi,,,,,,,,,,,,,,,,,
Action|Biography|Drama|History,Action,Biography,Drama,History,,,,,,,,,,,,,,,
Action|Sci-Fi,Action,Sci-Fi,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Musical|Romance,Comedy,Musical,Romance,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Horror|Romance|Thriller,Horror,Romance,Thriller,,,,,,,,,,,,,,,,
Drama|Film-Noir|Mystery|Thriller,Drama,Film-Noir,Mystery,Thriller,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Drama|Film-Noir,Drama,Film-Noir,,,,,,,,,,,,,,,,,
Horror|Sci-Fi,Horror,Sci-Fi,,,,,,,,,,,,,,,,,
Drama|Music,Drama,Music,,,,,,,,,,,,,,,,,
Animation,Animation,,,,,,,,,,,,,,,,,,
Crime|Film-Noir|Thriller,Crime,Film-Noir,Thriller,,,,,,,,,,,,,,,,
Drama|Family,Drama,Family,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Romance|Thriller,Comedy,Romance,Thriller,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Comedy|Crime|Mystery,Comedy,Crime,Mystery,,,,,,,,,,,,,,,,
Action|Romance|Thriller,Action,Romance,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama|Sci-Fi|Thriller,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Mystery|Romance,Comedy,Mystery,Romance,,,,,,,,,,,,,,,,
Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama|Sport,Drama,Sport,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Drama|Family|Fantasy,Drama,Family,Fantasy,,,,,,,,,,,,,,,,
Western,Western,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Music,Comedy,Music,,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Comedy|Documentary,Comedy,Documentary,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Adventure|Comedy|Drama,Adventure,Comedy,Drama,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Adventure|Romance|War,Action,Adventure,Romance,War,,,,,,,,,,,,,,,
Thriller,Thriller,,,,,,,,,,,,,,,,,,
Action|Horror|Mystery|Thriller,Action,Horror,Mystery,Thriller,,,,,,,,,,,,,,,
Adventure|Comedy|Sport,Adventure,Comedy,Sport,,,,,,,,,,,,,,,,
Action|Comedy,Action,Comedy,,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Drama|Horror|Thriller,Drama,Horror,Thriller,,,,,,,,,,,,,,,,
Action|Drama|Horror|Thriller,Action,Drama,Horror,Thriller,,,,,,,,,,,,,,,
Documentary|Drama,Documentary,Drama,,,,,,,,,,,,,,,,,
Comedy|Horror|Musical,Comedy,Horror,Musical,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Sci-Fi|Thriller,Sci-Fi,Thriller,,,,,,,,,,,,,,,,,
Action|Crime|Thriller,Action,Crime,Thriller,,,,,,,,,,,,,,,,
Action|Horror|Sci-Fi,Action,Horror,Sci-Fi,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Drama|Romance|War,Drama,Romance,War,,,,,,,,,,,,,,,,
Drama|Horror|Mystery|Thriller,Drama,Horror,Mystery,Thriller,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama|Sci-Fi,Drama,Sci-Fi,,,,,,,,,,,,,,,,,
Drama|Sport,Drama,Sport,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Fantasy|Horror,Fantasy,Horror,,,,,,,,,,,,,,,,,
Adventure|Comedy|History,Adventure,Comedy,History,,,,,,,,,,,,,,,,
Horror|Mystery|Thriller,Horror,Mystery,Thriller,,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Action|Adventure|Thriller,Action,Adventure,Thriller,,,,,,,,,,,,,,,,
Horror|Mystery|Sci-Fi|Thriller,Horror,Mystery,Sci-Fi,Thriller,,,,,,,,,,,,,,,
Fantasy|Horror,Fantasy,Horror,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama|Horror|Mystery|Thriller,Drama,Horror,Mystery,Thriller,,,,,,,,,,,,,,,
Action|Adventure|Drama|Sci-Fi|Thriller,Action,Adventure,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Adventure|Comedy|Drama,Adventure,Comedy,Drama,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Comedy|Drama|Music,Comedy,Drama,Music,,,,,,,,,,,,,,,,
Drama|Romance|Western,Drama,Romance,Western,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Action|Drama|Romance|War,Action,Drama,Romance,War,,,,,,,,,,,,,,,
Biography|Documentary|Music,Biography,Documentary,Music,,,,,,,,,,,,,,,,
Adventure|Horror,Adventure,Horror,,,,,,,,,,,,,,,,,
Drama|Family|Romance,Drama,Family,Romance,,,,,,,,,,,,,,,,
Biography|Comedy|Drama|Romance,Biography,Comedy,Drama,Romance,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Documentary|Music,Documentary,Music,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Drama|Music,Comedy,Drama,Music,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance|Sport,Comedy,Drama,Romance,Sport,,,,,,,,,,,,,,,
Comedy|Fantasy|Mystery,Comedy,Fantasy,Mystery,,,,,,,,,,,,,,,,
Adventure|Comedy|Family|Fantasy|Horror,Adventure,Comedy,Family,Fantasy,Horror,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Crime|Drama|Mystery,Crime,Drama,Mystery,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Sci-Fi,Comedy,Sci-Fi,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama|Fantasy|Romance,Comedy,Drama,Fantasy,Romance,,,,,,,,,,,,,,,
Drama|Romance|Sci-Fi,Drama,Romance,Sci-Fi,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Fantasy|Thriller,Drama,Fantasy,Thriller,,,,,,,,,,,,,,,,
Biography|Crime|Documentary|History,Biography,Crime,Documentary,History,,,,,,,,,,,,,,,
Crime|Documentary|War,Crime,Documentary,War,,,,,,,,,,,,,,,,
Documentary|Sport,Documentary,Sport,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Adventure|Biography|Documentary|Drama,Adventure,Biography,Documentary,Drama,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Action|Drama,Action,Drama,,,,,,,,,,,,,,,,,
Thriller,Thriller,,,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Comedy|Crime|Thriller,Comedy,Crime,Thriller,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Crime|Drama|Romance,Crime,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Action|Comedy|Fantasy|Sci-Fi,Action,Comedy,Fantasy,Sci-Fi,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Drama|Sci-Fi,Drama,Sci-Fi,,,,,,,,,,,,,,,,,
Comedy|Drama|Sci-Fi,Comedy,Drama,Sci-Fi,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Action|Adventure|Comedy|Fantasy|Sci-Fi,Action,Adventure,Comedy,Fantasy,Sci-Fi,,,,,,,,,,,,,,
Action|Drama,Action,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Crime|Drama|Romance,Crime,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Family,Comedy,Family,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Horror|Sci-Fi,Comedy,Horror,Sci-Fi,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Music,Comedy,Music,,,,,,,,,,,,,,,,,
Western,Western,,,,,,,,,,,,,,,,,,
Horror|Thriller,Horror,Thriller,,,,,,,,,,,,,,,,,
Horror|Mystery,Horror,Mystery,,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Drama|Musical|Sci-Fi,Drama,Musical,Sci-Fi,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Action|Comedy|Horror,Action,Comedy,Horror,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Crime|Drama|Mystery|Thriller,Crime,Drama,Mystery,Thriller,,,,,,,,,,,,,,,
Drama|Romance|Sci-Fi,Drama,Romance,Sci-Fi,,,,,,,,,,,,,,,,
Horror|Thriller,Horror,Thriller,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Documentary|News,Documentary,News,,,,,,,,,,,,,,,,,
Crime|Drama|Romance,Crime,Drama,Romance,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Biography|Drama|Romance,Biography,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Fantasy|Thriller,Comedy,Fantasy,Thriller,,,,,,,,,,,,,,,,
Animation|Drama|Family,Animation,Drama,Family,,,,,,,,,,,,,,,,
Comedy|Romance|Sport,Comedy,Romance,Sport,,,,,,,,,,,,,,,,
Action|Drama|Thriller,Action,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama|Fantasy|Sci-Fi,Drama,Fantasy,Sci-Fi,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Action|Comedy|Drama|Sci-Fi,Action,Comedy,Drama,Sci-Fi,,,,,,,,,,,,,,,
Mystery|Thriller,Mystery,Thriller,,,,,,,,,,,,,,,,,
Drama|Mystery,Drama,Mystery,,,,,,,,,,,,,,,,,
Thriller,Thriller,,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Crime|Drama|Romance,Crime,Drama,Romance,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Crime|Drama|Romance,Crime,Drama,Romance,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Horror,Comedy,Horror,,,,,,,,,,,,,,,,,
Action|Adventure|Drama|War,Action,Adventure,Drama,War,,,,,,,,,,,,,,,
Horror|Sci-Fi|Short|Thriller,Horror,Sci-Fi,Short,Thriller,,,,,,,,,,,,,,,
Comedy|Drama|Music,Comedy,Drama,Music,,,,,,,,,,,,,,,,
Documentary|War,Documentary,War,,,,,,,,,,,,,,,,,
Action|Adventure|Animation|Comedy|Fantasy|Sci-Fi,Action,Adventure,Animation,Comedy,Fantasy,Sci-Fi,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Documentary,Comedy,Documentary,,,,,,,,,,,,,,,,,
Crime|Horror|Thriller,Crime,Horror,Thriller,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Drama|Fantasy|Horror|Mystery|Thriller,Drama,Fantasy,Horror,Mystery,Thriller,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Crime|Drama|Horror|Thriller,Crime,Drama,Horror,Thriller,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Thriller|Western,Thriller,Western,,,,,,,,,,,,,,,,,
Documentary|Drama|Sport,Documentary,Drama,Sport,,,,,,,,,,,,,,,,
Documentary|Music,Documentary,Music,,,,,,,,,,,,,,,,,
Action|Adventure|Fantasy|Sci-Fi,Action,Adventure,Fantasy,Sci-Fi,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Drama|Mystery|Thriller,Drama,Mystery,Thriller,,,,,,,,,,,,,,,,
Drama|Music|Romance,Drama,Music,Romance,,,,,,,,,,,,,,,,
Action|Adventure|Drama|Romance,Action,Adventure,Drama,Romance,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Fantasy|Horror,Fantasy,Horror,,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Fantasy|Horror|Mystery|Thriller,Fantasy,Horror,Mystery,Thriller,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Musical|Romance,Comedy,Musical,Romance,,,,,,,,,,,,,,,,
Horror,Horror,,,,,,,,,,,,,,,,,,
Documentary|History|Music,Documentary,History,Music,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Action|Crime|Drama,Action,Crime,Drama,,,,,,,,,,,,,,,,
Mystery|Thriller,Mystery,Thriller,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Action|Drama|Thriller,Action,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Thriller,Thriller,,,,,,,,,,,,,,,,,,
Comedy|Musical,Comedy,Musical,,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Biography|Documentary|Drama,Biography,Documentary,Drama,,,,,,,,,,,,,,,,
Adventure|Family|Romance,Adventure,Family,Romance,,,,,,,,,,,,,,,,
Adventure|Biography|Drama|Horror|Thriller,Adventure,Biography,Drama,Horror,Thriller,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Horror|Sci-Fi,Horror,Sci-Fi,,,,,,,,,,,,,,,,,
Documentary|Family|Music,Documentary,Family,Music,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Biography|Documentary|Sport,Biography,Documentary,Sport,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Drama|Music,Drama,Music,,,,,,,,,,,,,,,,,
Comedy|Crime|Family,Comedy,Crime,Family,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Crime|Drama,Crime,Drama,,,,,,,,,,,,,,,,,
Crime|Drama|Romance,Crime,Drama,Romance,,,,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Crime|Drama|Thriller,Crime,Drama,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Comedy|Drama|Romance,Comedy,Drama,Romance,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Action|Adventure|Drama,Action,Adventure,Drama,,,,,,,,,,,,,,,,
Documentary|Sport,Documentary,Sport,,,,,,,,,,,,,,,,,
Comedy|Music|Romance,Comedy,Music,Romance,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Fantasy|Horror,Comedy,Fantasy,Horror,,,,,,,,,,,,,,,,
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Adventure,Animation,Comedy,Family,Fantasy,Sci-Fi,,,,,,,,,,,,,
Comedy|Romance,Comedy,Romance,,,,,,,,,,,,,,,,,
Drama|Sport,Drama,Sport,,,,,,,,,,,,,,,,,
Drama|Sci-Fi|Thriller,Drama,Sci-Fi,Thriller,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Comedy,Comedy,,,,,,,,,,,,,,,,,,
Comedy|Horror,Comedy,Horror,,,,,,,,,,,,,,,,,
Comedy|Crime,Comedy,Crime,,,,,,,,,,,,,,,,,
Biography|Documentary|Music,Biography,Documentary,Music,,,,,,,,,,,,,,,,
Drama,Drama,,,,,,,,,,,,,,,,,,
Drama|Thriller,Drama,Thriller,,,,,,,,,,,,,,,,,
Thriller,Thriller,,,,,,,,,,,,,,,,,,
Documentary,Documentary,,,,,,,,,,,,,,,,,,
Drama|Romance,Drama,Romance,,,,,,,,,,,,,,,,,
Comedy|Horror,Comedy,Horror,,,,,,,,,,,,,,,,,
History,History,,,,,,,,,,,,,,,,,,
Action|Mystery|Thriller,Action,Mystery,Thriller,,,,,,,,,,,,,,,,
Comedy|Drama,Comedy,Drama,,,,,,,,,,,,,,,,,
Mystery|Thriller,Mystery,Thriller,,,,,,,,,,,,,,,,,
